,symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading
274,SFM,"Sprouts Farmers Market, Inc.",6310386018,Consumer Defensive,Grocery Stores,0.49,62.3482,0.0,237242,NASDAQ Global Select,NASDAQ,US,False,False,True
275,NOVT,Novanta Inc.,6282282330,Technology,Scientific & Technical Instruments,1.33,175.26,0.0,7821,NASDAQ Global Select,NASDAQ,US,False,False,True
276,QLYS,"Qualys, Inc.",6264694166,Technology,Software—Infrastructure,0.519,169.42,0.0,84977,NASDAQ Global Select,NASDAQ,US,False,False,True
277,ZION,"Zions Bancorporation, National Association",6146210175,Financial Services,Banks—Regional,1.117,41.485,1.64,529445,NASDAQ Global Select,NASDAQ,US,False,False,True
278,VNOM,Viper Energy Partners LP,6136878181,Energy,Oil & Gas Midstream,1.82,34.7,1.82,198320,NASDAQ Global Select,NASDAQ,US,False,False,True
279,BPOP,"Popular, Inc.",6090282435,Financial Services,Banks—Regional,0.838,84.2899,2.48,106532,NASDAQ Global Select,NASDAQ,US,False,False,True
280,FYBR,"Frontier Communications Parent, Inc.",6074187490,Communication Services,Telecom Services,1.049,24.71,0.0,222432,NASDAQ Global Select,NASDAQ,US,False,False,True
281,REYN,Reynolds Consumer Products Inc.,6067160010,Consumer Cyclical,Packaging & Containers,0.493,28.89,0.92,58076,NASDAQ Global Select,NASDAQ,US,False,False,True
282,CHX,ChampionX Corporation,6061692000,Energy,Oil & Gas Equipment & Services,2.437,31.72,0.38,138154,NASDAQ Global Select,NASDAQ,US,False,False,True
283,ALGM,"Allegro MicroSystems, Inc.",6027462460,Technology,Semiconductors,1.85,31.21,0.0,232263,NASDAQ Global Select,NASDAQ,US,False,False,True
284,DRS,"Leonardo DRS, Inc.",6014456685,Industrials,Aerospace & Defense,0.0,22.91,0.0,91979,NASDAQ Global Select,NASDAQ,US,False,False,True
285,HLNE,Hamilton Lane Incorporated,5993496925,Financial Services,Asset Management,1.191,107.27,1.78,12117,NASDAQ Global Select,NASDAQ,US,False,False,True
286,NSIT,"Insight Enterprises, Inc.",5962377090,Technology,Electronics & Computer Distribution,1.514,182.95,0.0,78706,NASDAQ Global Select,NASDAQ,US,False,False,True
287,WTFC,Wintrust Financial Corporation,5937965116,Financial Services,Banks—Regional,1.206,96.595,1.8,79528,NASDAQ Global Select,NASDAQ,US,False,False,True
288,RCM,R1 RCM Inc.,5919643800,Healthcare,Health Information Services,0.796,14.085,0.0,1781690,NASDAQ Global Select,NASDAQ,US,False,False,True
289,LFUS,"Littelfuse, Inc.",5904794763,Technology,Electronic Components,1.335,236.97,2.6,28773,NASDAQ Global Select,NASDAQ,US,False,False,True
290,MARA,"Marathon Digital Holdings, Inc.",5874938876,Financial Services,Capital Markets,5.403,21.9509,0.0,36390396,NASDAQ Capital Market,NASDAQ,US,False,False,True
291,FRSH,Freshworks Inc.,5833392573,Technology,Software—Application,0.93,19.07,0.0,391456,NASDAQ Global Select,NASDAQ,US,False,False,True
292,JSM,Navient Corporation SR NT 6% 121543,5786363062,Financial Services,Credit Services,0.0,21.1101,1.875,765,NASDAQ Global Select,NASDAQ,US,False,False,True
293,FTAIM,FTAI Aviation Ltd.,5727546101,Industrials,Rental & Leasing Services,1.933,25.4,2.38,3266,NASDAQ Global Select,NASDAQ,US,False,False,True
294,OPCH,"Option Care Health, Inc.",5676854560,Healthcare,Medical Care Facilities,1.303,32.72,0.0,67294,NASDAQ Global Select,NASDAQ,US,False,False,True
295,BOKF,BOK Financial Corporation,5631640487,Financial Services,Banks—Regional,1.196,86.555,2.2,21661,NASDAQ Global Select,NASDAQ,US,False,False,True
296,LANC,Lancaster Colony Corporation,5610981480,Consumer Defensive,Packaged Foods,0.359,203.88,3.6,7574,NASDAQ Global Select,NASDAQ,US,False,False,True
297,FTAI,FTAI Aviation Ltd,5557638240,Industrials,Rental & Leasing Services,1.933,55.44,1.2,130330,NASDAQ Global Select,NASDAQ,US,False,False,True
298,BPMC,Blueprint Medicines Corporation,5510907000,Healthcare,Biotechnology,0.633,90.0,0.0,60612,NASDAQ Global Select,NASDAQ,US,False,False,True
299,TENB,"Tenable Holdings, Inc.",5509707400,Technology,Software—Infrastructure,0.946,46.645,0.0,975017,NASDAQ Global Select,NASDAQ,US,False,False,True
300,NXST,"Nexstar Media Group, Inc.",5509518228,Communication Services,Entertainment,1.503,164.815,6.76,69892,NASDAQ Global Select,NASDAQ,US,False,False,True
301,RVMD,"Revolution Medicines, Inc.",5441357600,Healthcare,Biotechnology,1.532,33.04,0.0,386106,NASDAQ Global Select,NASDAQ,US,False,False,True
302,PEGA,Pegasystems Inc.,5419004425,Technology,Software—Application,1.064,64.585,0.12,78732,NASDAQ Global Select,NASDAQ,US,False,False,True
303,VRNS,"Varonis Systems, Inc.",5412649440,Technology,Software—Infrastructure,0.862,49.61,0.0,125042,NASDAQ Global Select,NASDAQ,US,False,False,True
304,BBIO,"BridgeBio Pharma, Inc.",5408132640,Healthcare,Biotechnology,1.046,29.32,0.0,331238,NASDAQ Global Select,NASDAQ,US,False,False,True
305,EXLS,"ExlService Holdings, Inc.",5371401600,Technology,Information Technology Services,0.97,32.4,0.0,205364,NASDAQ Global Select,NASDAQ,US,False,False,True
306,BECN,"Beacon Roofing Supply, Inc.",5361564443,Industrials,Building Products & Equipment,1.619,84.525,0.0,68782,NASDAQ Global Select,NASDAQ,US,False,False,True
307,CWST,"Casella Waste Systems, Inc.",5315930725,Industrials,Waste Management,0.893,93.25,0.0,32542,NASDAQ Global Select,NASDAQ,US,False,False,True
308,NUVL,"Nuvalent, Inc.",5309284830,Healthcare,Biotechnology,1.358,82.87,0.0,49844,NASDAQ Global Select,NASDAQ,US,False,False,True
309,HALO,"Halozyme Therapeutics, Inc.",5308260375,Healthcare,Biotechnology,1.245,41.855,0.0,148175,NASDAQ Global Select,NASDAQ,US,False,False,True
310,BRZE,"Braze, Inc.",5269932255,Technology,Software—Application,1.208,52.75,0.0,109416,NASDAQ Global Select,NASDAQ,US,False,False,True
311,MDGL,"Madrigal Pharmaceuticals, Inc.",5256594619,Healthcare,Biotechnology,-0.484,264.185,0.0,187943,NASDAQ Global Select,NASDAQ,US,False,False,True
312,FRPT,"Freshpet, Inc.",5231537358,Consumer Defensive,Packaged Foods,1.227,108.33,0.0,159831,NASDAQ Global Market,NASDAQ,US,False,False,True
313,FCFS,"FirstCash Holdings, Inc",5229809926,Financial Services,Credit Services,0.609,115.94,1.4,20025,NASDAQ Global Select,NASDAQ,US,False,False,True
314,EEFT,"Euronet Worldwide, Inc.",5134529805,Technology,Software—Infrastructure,1.394,112.15,0.0,36110,NASDAQ Global Select,NASDAQ,US,False,False,True
315,ASO,"Academy Sports and Outdoors, Inc.",5067506676,Consumer Cyclical,Specialty Retail,1.382,68.34,0.44,268215,NASDAQ Global Select,NASDAQ,US,False,False,True
316,OZK,Bank OZK,5046258000,Financial Services,Banks—Regional,1.248,43.85,1.52,256397,NASDAQ Global Select,NASDAQ,US,False,False,True
317,BCPC,Balchem Corporation,5034443073,Basic Materials,Specialty Chemicals,0.712,156.025,0.79,7204,NASDAQ Global Select,NASDAQ,US,False,False,True
318,HCP,"HashiCorp, Inc.",5028278848,Technology,Software—Infrastructure,1.411,26.29,0.0,731315,NASDAQ Global Select,NASDAQ,US,False,False,True
319,CRUS,"Cirrus Logic, Inc.",4987369450,Technology,Semiconductors,1.003,92.47,0.0,49119,NASDAQ Global Select,NASDAQ,US,False,False,True
320,ONB,Old National Bancorp,4915963680,Financial Services,Banks—Regional,0.82,16.795,0.56,215912,NASDAQ Global Select,NASDAQ,US,False,False,True
321,KRYS,"Krystal Biotech, Inc.",4902117339,Healthcare,Biotechnology,0.86,173.265,0.0,119998,NASDAQ Global Market,NASDAQ,US,False,False,True
322,PTEN,"Patterson-UTI Energy, Inc.",4835034240,Energy,Oil & Gas Drilling,2.228,11.845,0.32,926501,NASDAQ Global Select,NASDAQ,US,False,False,True
323,TXG,"10x Genomics, Inc.",4796453517,Healthcare,Health Information Services,1.924,40.25,0.0,236820,NASDAQ Global Select,NASDAQ,US,False,False,True
324,COLM,Columbia Sportswear Company,4781264172,Consumer Cyclical,Apparel Manufacturing,0.944,79.96,1.2,53014,NASDAQ Global Select,NASDAQ,US,False,False,True
325,UBSI,"United Bankshares, Inc.",4767214725,Financial Services,Banks—Regional,1.018,35.325,1.48,101494,NASDAQ Global Select,NASDAQ,US,False,False,True
326,SRCL,"Stericycle, Inc.",4759800282,Industrials,Waste Management,1.106,51.42,0.0,115240,NASDAQ Global Select,NASDAQ,US,False,False,True
327,SLAB,Silicon Laboratories Inc.,4662871905,Technology,Semiconductors,1.266,146.15,0.0,39365,NASDAQ Global Select,NASDAQ,US,False,False,True
328,FELE,"Franklin Electric Co., Inc.",4650423800,Industrials,Specialty Industrial Machinery,0.958,101.0,1.0,13496,NASDAQ Global Select,NASDAQ,US,False,False,True
329,ACT,"Enact Holdings, Inc.",4634845170,Financial Services,Insurance—Specialty,0.511,29.13,0.64,40440,NASDAQ Global Select,NASDAQ,US,False,False,True
330,IMVT,"Immunovant, Inc.",4628308515,Healthcare,Biotechnology,0.715,31.855,0.0,170414,NASDAQ Global Select,NASDAQ,US,False,False,True
331,FFIN,"First Financial Bankshares, Inc.",4628019840,Financial Services,Banks—Regional,0.815,32.42,0.72,32741,NASDAQ Global Select,NASDAQ,US,False,False,True
332,COOP,Mr. Cooper Group Inc.,4626163542,Financial Services,Mortgage Finance,1.369,71.61,0.0,30333,NASDAQ Capital Market,NASDAQ,US,False,False,True
333,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",4577847698,Consumer Defensive,Discount Stores,0.763,74.325,0.0,106306,NASDAQ Global Market,NASDAQ,US,False,False,True
334,SLM,SLM Corporation,4568957250,Financial Services,Credit Services,1.168,20.735,0.44,793559,NASDAQ Global Select,NASDAQ,US,False,False,True
335,AVAV,"AeroVironment, Inc.",4565158004,Industrials,Aerospace & Defense,0.416,162.255,0.0,132296,NASDAQ Global Select,NASDAQ,US,False,False,True
336,FIZZ,National Beverage Corp.,4529078987,Consumer Defensive,Beverages—Non-Alcoholic,0.829,48.495,0.0,17754,NASDAQ Global Select,NASDAQ,US,False,False,True
337,VERX,"Vertex, Inc.",4493451471,Technology,Software—Application,0.629,29.115,0.0,43975,NASDAQ Global Market,NASDAQ,US,False,False,True
338,FROG,JFrog Ltd.,4472357204,Technology,Software—Application,0.992,42.0706,0.0,162268,NASDAQ Global Select,NASDAQ,US,False,False,True
339,IAC,IAC Inc.,4442677712,Communication Services,Internet Content & Information,1.358,51.68,0.0,88283,NASDAQ Global Select,NASDAQ,US,False,False,True
340,IPAR,"Inter Parfums, Inc.",4410508850,Consumer Defensive,Household & Personal Products,1.156,137.735,3.0,23172,NASDAQ Global Select,NASDAQ,US,False,False,True
341,FIVN,"Five9, Inc.",4391896707,Technology,Software—Infrastructure,0.833,59.895,0.0,298246,NASDAQ Global Market,NASDAQ,US,False,False,True
342,CNXC,Concentrix Corporation,4390617770,Technology,Information Technology Services,0.564,66.22,1.21,60543,NASDAQ Global Select,NASDAQ,US,False,False,True
343,PECO,"Phillips Edison & Company, Inc.",4377000880,Real Estate,REIT—Retail,0.289,35.87,1.17,73622,NASDAQ Global Select,NASDAQ,US,False,False,True
344,MMSI,"Merit Medical Systems, Inc.",4318102200,Healthcare,Medical Instruments & Supplies,0.897,74.54,0.0,35268,NASDAQ Global Select,NASDAQ,US,False,False,True
345,IOVA,"Iovance Biotherapeutics, Inc.",4316689685,Healthcare,Biotechnology,0.62,15.455,0.0,1983585,NASDAQ Global Market,NASDAQ,US,False,False,True
346,ITRI,"Itron, Inc.",4305961494,Technology,Scientific & Technical Instruments,1.411,94.47,0.0,87910,NASDAQ Global Select,NASDAQ,US,False,False,True
347,LNTH,"Lantheus Holdings, Inc.",4257152900,Healthcare,Drug Manufacturers—Specialty & Generic,0.546,62.125,0.0,144644,NASDAQ Global Market,NASDAQ,US,False,False,True
348,CVLT,"Commvault Systems, Inc.",4234738584,Technology,Software—Application,0.612,96.99,0.0,61288,NASDAQ Global Select,NASDAQ,US,False,False,True
349,POWI,"Power Integrations, Inc.",4232887260,Technology,Semiconductors,1.214,74.41,0.8,50312,NASDAQ Global Select,NASDAQ,US,False,False,True
350,SYNA,Synaptics Incorporated,4231425576,Technology,Semiconductors,1.569,107.66,0.0,48197,NASDAQ Global Select,NASDAQ,US,False,False,True
351,AVT,"Avnet, Inc.",4218629335,Technology,Electronics & Computer Distribution,1.248,46.685,1.22,101415,NASDAQ Global Select,NASDAQ,US,False,False,True
352,IPGP,IPG Photonics Corporation,4159201073,Technology,Semiconductor Equipment & Materials,1.185,90.225,0.0,34161,NASDAQ Global Select,NASDAQ,US,False,False,True
353,VLY,Valley National Bancorp,4147412750,Financial Services,Banks—Regional,1.107,8.15,0.44,2209546,NASDAQ Global Select,NASDAQ,US,False,False,True
354,RARE,Ultragenyx Pharmaceutical Inc.,4119255071,Healthcare,Biotechnology,0.662,50.03,0.0,65301,NASDAQ Global Select,NASDAQ,US,False,False,True
355,BL,"BlackLine, Inc.",4118770695,Technology,Software—Application,0.841,66.95,0.0,187424,NASDAQ Global Select,NASDAQ,US,False,False,True
356,INSM,Insmed Incorporated,4111743480,Healthcare,Biotechnology,0.922,27.69,0.0,330308,NASDAQ Global Select,NASDAQ,US,False,False,True
357,COLB,"Columbia Banking System, Inc.",4094285250,Financial Services,Banks—Regional,0.882,19.625,1.44,526162,NASDAQ Global Select,NASDAQ,US,False,False,True
358,SYM,Symbotic Inc.,4066587600,Financial Services,Shell Companies,1.908,45.61,0.0,500833,NASDAQ Global Market,NASDAQ,US,False,False,True
359,EXPO,"Exponent, Inc.",4037977152,Industrials,Consulting Services,0.679,79.86,1.12,22161,NASDAQ Global Select,NASDAQ,US,False,False,True
360,UMBF,UMB Financial Corporation,4025106102,Financial Services,Banks—Regional,0.833,82.58,1.56,15876,NASDAQ Global Select,NASDAQ,US,False,False,True
